timestamp,yaw,pitch,tof1,tof2,tof3,tof4
2025-07-15 10:54:25.035,-90,0,186,0,0,0
2025-07-15 10:54:25.055,-90,0,186,0,0,0
2025-07-15 10:54:25.075,-90,0,187,0,0,0
2025-07-15 10:54:25.094,-90,0,187,0,0,0
2025-07-15 10:54:25.114,-90,0,186,0,0,0
2025-07-15 10:54:25.134,-90,0,186,0,0,0
2025-07-15 10:54:25.154,-90,0,186,0,0,0
2025-07-15 10:54:25.174,-90,0,187,0,0,0
2025-07-15 10:54:25.194,-90,0,187,0,0,0
2025-07-15 10:54:25.214,-90,0,187,0,0,0
2025-07-15 10:54:25.234,-90,0,187,0,0,0
2025-07-15 10:54:25.255,-90,0,187,0,0,0
2025-07-15 10:54:25.274,-90,0,187,0,0,0
2025-07-15 10:54:25.296,-90,0,187,0,0,0
2025-07-15 10:54:25.314,-90,0,187,0,0,0
2025-07-15 10:54:25.334,-90,0,187,0,0,0
2025-07-15 10:54:25.355,-90,0,187,0,0,0
2025-07-15 10:54:25.374,-90,0,187,0,0,0
2025-07-15 10:54:25.394,-90,0,187,0,0,0
2025-07-15 10:54:25.415,-90,0,187,0,0,0
2025-07-15 10:54:25.434,-90,0,187,0,0,0
2025-07-15 10:54:25.454,-90,0,187,0,0,0
2025-07-15 10:54:25.474,-90,0,186,0,0,0
2025-07-15 10:54:25.494,-90,0,186,0,0,0
2025-07-15 10:54:25.514,-90,0,186,0,0,0
2025-07-15 10:54:25.534,-90,0,186,0,0,0
2025-07-15 10:54:25.554,-90,0,186,0,0,0
2025-07-15 10:54:25.574,-90,0,187,0,0,0
2025-07-15 10:54:25.595,-90,0,187,0,0,0
2025-07-15 10:54:25.614,-90,0,187,0,0,0
2025-07-15 10:54:25.634,-90,0,187,0,0,0
2025-07-15 10:54:25.654,-90,0,187,0,0,0
2025-07-15 10:54:25.674,-90,0,187,0,0,0
2025-07-15 10:54:25.694,-90,0,187,0,0,0
2025-07-15 10:54:25.715,-90,0,186,0,0,0
2025-07-15 10:54:25.734,-90,0,186,0,0,0
2025-07-15 10:54:25.754,-90,0,186,0,0,0
2025-07-15 10:54:25.774,-90,0,187,0,0,0
2025-07-15 10:54:25.794,-90,0,187,0,0,0
2025-07-15 10:54:25.814,-90,0,187,0,0,0
2025-07-15 10:54:25.836,-90,0,187,0,0,0
2025-07-15 10:54:25.854,-90,0,187,0,0,0
2025-07-15 10:54:25.874,-90,0,188,0,0,0
2025-07-15 10:54:25.895,-90,0,188,0,0,0
2025-07-15 10:54:25.914,-90,0,186,0,0,0
2025-07-15 10:54:25.934,-90,0,186,0,0,0
2025-07-15 10:54:25.955,-90,0,187,0,0,0
2025-07-15 10:54:25.974,-90,0,187,0,0,0
2025-07-15 10:54:25.994,-90,0,187,0,0,0
2025-07-15 10:54:26.014,-90,0,187,0,0,0
2025-07-15 10:54:26.034,-90,0,187,0,0,0
2025-07-15 10:54:26.054,-90,0,187,0,0,0
2025-07-15 10:54:26.074,-90,0,187,0,0,0
2025-07-15 10:54:26.094,-90,0,187,0,0,0
2025-07-15 10:54:26.114,-90,0,186,0,0,0
2025-07-15 10:54:26.134,-90,0,186,0,0,0
2025-07-15 10:54:26.155,-90,0,186,0,0,0
2025-07-15 10:54:26.174,-90,0,186,0,0,0
2025-07-15 10:54:26.194,-90,0,186,0,0,0
2025-07-15 10:54:26.216,-90,0,186,0,0,0
2025-07-15 10:54:26.234,-90,0,186,0,0,0
2025-07-15 10:54:26.254,-90,0,186,0,0,0
2025-07-15 10:54:26.274,-90,0,186,0,0,0
2025-07-15 10:54:26.295,-90,0,186,0,0,0
2025-07-15 10:54:26.314,-90,0,186,0,0,0
2025-07-15 10:54:26.334,-90,0,186,0,0,0
2025-07-15 10:54:26.355,-90,0,186,0,0,0
2025-07-15 10:54:26.374,-90,0,187,0,0,0
2025-07-15 10:54:26.394,-90,0,187,0,0,0
2025-07-15 10:54:26.416,-90,0,186,0,0,0
2025-07-15 10:54:26.450,-90,0,186,0,0,0
2025-07-15 10:54:26.454,-90,0,185,0,0,0
2025-07-15 10:54:26.476,-90,0,185,0,0,0
2025-07-15 10:54:26.496,-90,0,185,0,0,0
2025-07-15 10:54:26.516,-90,0,186,0,0,0
2025-07-15 10:54:26.534,-90,0,186,0,0,0
2025-07-15 10:54:26.556,-90,0,186,0,0,0
2025-07-15 10:54:26.574,-90,0,185,0,0,0
2025-07-15 10:54:26.594,-90,0,185,0,0,0
2025-07-15 10:54:26.614,-85,0,186,0,0,0
2025-07-15 10:54:26.635,-85,0,186,0,0,0
2025-07-15 10:54:26.655,-85,0,186,0,0,0
2025-07-15 10:54:26.674,-85,0,185,0,0,0
2025-07-15 10:54:26.694,-85,0,185,0,0,0
2025-07-15 10:54:26.715,-85,0,188,0,0,0
2025-07-15 10:54:26.734,-85,0,188,0,0,0
2025-07-15 10:54:26.754,-85,0,188,0,0,0
2025-07-15 10:54:26.777,-85,0,188,0,0,0
2025-07-15 10:54:26.794,-85,0,188,0,0,0
2025-07-15 10:54:26.814,-85,0,187,0,0,0
2025-07-15 10:54:26.835,-85,0,187,0,0,0
2025-07-15 10:54:26.854,-85,0,187,0,0,0
2025-07-15 10:54:26.875,-85,0,190,0,0,0
2025-07-15 10:54:26.895,-85,0,190,0,0,0
2025-07-15 10:54:26.914,-85,0,189,0,0,0
2025-07-15 10:54:26.935,-85,0,189,0,0,0
2025-07-15 10:54:26.954,-85,0,189,0,0,0
2025-07-15 10:54:26.974,-85,0,190,0,0,0
2025-07-15 10:54:26.997,-85,0,190,0,0,0
2025-07-15 10:54:27.015,-85,0,190,0,0,0
2025-07-15 10:54:27.035,-85,0,190,0,0,0
2025-07-15 10:54:27.054,-85,0,190,0,0,0
2025-07-15 10:54:27.075,-85,0,189,0,0,0
2025-07-15 10:54:27.094,-85,0,189,0,0,0
2025-07-15 10:54:27.136,-85,0,189,0,0,0
2025-07-15 10:54:27.155,-85,0,189,0,0,0
2025-07-15 10:54:27.174,-85,0,189,0,0,0
2025-07-15 10:54:27.194,-85,0,189,0,0,0
2025-07-15 10:54:27.214,-85,0,189,0,0,0
2025-07-15 10:54:27.235,-85,0,189,0,0,0
2025-07-15 10:54:27.255,-85,0,189,0,0,0
2025-07-15 10:54:27.274,-85,0,189,0,0,0
2025-07-15 10:54:27.295,-85,0,189,0,0,0
2025-07-15 10:54:27.316,-85,0,189,0,0,0
2025-07-15 10:54:27.334,-85,0,189,0,0,0
2025-07-15 10:54:27.355,-85,0,189,0,0,0
2025-07-15 10:54:27.375,-85,0,189,0,0,0
2025-07-15 10:54:27.396,-80,0,190,0,0,0
2025-07-15 10:54:27.414,-80,0,190,0,0,0
2025-07-15 10:54:27.434,-80,0,189,0,0,0
2025-07-15 10:54:27.455,-80,0,189,0,0,0
2025-07-15 10:54:27.475,-80,0,189,0,0,0
2025-07-15 10:54:27.495,-80,0,190,0,0,0
2025-07-15 10:54:27.514,-80,0,190,0,0,0
2025-07-15 10:54:27.534,-80,0,192,0,0,0
2025-07-15 10:54:27.555,-80,0,192,0,0,0
2025-07-15 10:54:27.574,-80,0,192,0,0,0
2025-07-15 10:54:27.595,-80,0,193,0,0,0
2025-07-15 10:54:27.614,-80,0,193,0,0,0
2025-07-15 10:54:27.634,-80,0,194,0,0,0
2025-07-15 10:54:27.655,-80,0,194,0,0,0
2025-07-15 10:54:27.674,-80,0,194,0,0,0
2025-07-15 10:54:27.695,-80,0,197,0,0,0
2025-07-15 10:54:27.714,-80,0,197,0,0,0
2025-07-15 10:54:27.734,-80,0,197,0,0,0
2025-07-15 10:54:27.754,-80,0,196,0,0,0
2025-07-15 10:54:27.775,-80,0,196,0,0,0
2025-07-15 10:54:27.794,-80,0,196,0,0,0
2025-07-15 10:54:27.814,-80,0,196,0,0,0
2025-07-15 10:54:27.834,-80,0,196,0,0,0
2025-07-15 10:54:27.854,-80,0,195,0,0,0
2025-07-15 10:54:27.874,-80,0,195,0,0,0
2025-07-15 10:54:27.894,-80,0,197,0,0,0
2025-07-15 10:54:27.914,-80,0,197,0,0,0
2025-07-15 10:54:27.934,-80,0,196,0,0,0
2025-07-15 10:54:27.955,-80,0,196,0,0,0
2025-07-15 10:54:27.974,-80,0,196,0,0,0
2025-07-15 10:54:27.994,-80,0,196,0,0,0
2025-07-15 10:54:28.015,-80,0,196,0,0,0
2025-07-15 10:54:28.035,-80,0,196,0,0,0
2025-07-15 10:54:28.054,-80,0,196,0,0,0
2025-07-15 10:54:28.075,-80,0,196,0,0,0
2025-07-15 10:54:28.094,-80,0,197,0,0,0
2025-07-15 10:54:28.114,-80,0,197,0,0,0
2025-07-15 10:54:28.135,-80,0,195,0,0,0
2025-07-15 10:54:28.155,-80,0,195,0,0,0
2025-07-15 10:54:28.174,-80,0,195,0,0,0
2025-07-15 10:54:28.194,-80,0,195,0,0,0
2025-07-15 10:54:28.214,-75,0,195,0,0,0
2025-07-15 10:54:28.234,-75,0,195,0,0,0
2025-07-15 10:54:28.254,-75,0,195,0,0,0
2025-07-15 10:54:28.274,-75,0,195,0,0,0
2025-07-15 10:54:28.295,-75,0,197,0,0,0
2025-07-15 10:54:28.315,-75,0,197,0,0,0
2025-07-15 10:54:28.334,-75,0,197,0,0,0
2025-07-15 10:54:28.355,-75,0,199,0,0,0
2025-07-15 10:54:28.376,-75,0,199,0,0,0
2025-07-15 10:54:28.394,-75,0,198,0,0,0
2025-07-15 10:54:28.414,-75,0,198,0,0,0
2025-07-15 10:54:28.435,-75,0,198,0,0,0
2025-07-15 10:54:28.455,-75,0,202,0,0,0
2025-07-15 10:54:28.475,-75,0,202,0,0,0
2025-07-15 10:54:28.495,-75,0,205,0,0,0
2025-07-15 10:54:28.516,-75,0,205,0,0,0
2025-07-15 10:54:28.535,-75,0,205,0,0,0
2025-07-15 10:54:28.556,-75,0,205,0,0,0
2025-07-15 10:54:28.574,-75,0,205,0,0,0
2025-07-15 10:54:28.594,-75,0,205,0,0,0
2025-07-15 10:54:28.616,-75,0,205,0,0,0
2025-07-15 10:54:28.635,-75,0,205,0,0,0
2025-07-15 10:54:28.655,-75,0,204,0,0,0
2025-07-15 10:54:28.676,-75,0,204,0,0,0
2025-07-15 10:54:28.695,-75,0,204,0,0,0
2025-07-15 10:54:28.715,-75,0,204,0,0,0
2025-07-15 10:54:28.735,-75,0,204,0,0,0
2025-07-15 10:54:28.755,-75,0,204,0,0,0
2025-07-15 10:54:28.775,-75,0,204,0,0,0
2025-07-15 10:54:28.795,-75,0,205,0,0,0
2025-07-15 10:54:28.814,-75,0,205,0,0,0
2025-07-15 10:54:28.835,-75,0,205,0,0,0
2025-07-15 10:54:28.855,-75,0,205,0,0,0
2025-07-15 10:54:28.875,-75,0,205,0,0,0
2025-07-15 10:54:28.894,-75,0,204,0,0,0
2025-07-15 10:54:28.915,-75,0,204,0,0,0
2025-07-15 10:54:28.934,-75,0,204,0,0,0
2025-07-15 10:54:28.954,-75,0,205,0,0,0
2025-07-15 10:54:28.975,-75,0,205,0,0,0
2025-07-15 10:54:28.994,-75,0,205,0,0,0
2025-07-15 10:54:29.014,-70,0,205,0,0,0
2025-07-15 10:54:29.035,-70,0,205,0,0,0
2025-07-15 10:54:29.054,-70,0,204,0,0,0
2025-07-15 10:54:29.074,-70,0,204,0,0,0
2025-07-15 10:54:29.094,-70,0,207,0,0,0
2025-07-15 10:54:29.114,-70,0,207,0,0,0
2025-07-15 10:54:29.134,-70,0,207,0,0,0
2025-07-15 10:54:29.155,-70,0,205,0,0,0
2025-07-15 10:54:29.175,-70,0,205,0,0,0
2025-07-15 10:54:29.195,-70,0,208,0,0,0
2025-07-15 10:54:29.215,-70,0,208,0,0,0
2025-07-15 10:54:29.234,-70,0,208,0,0,0
2025-07-15 10:54:29.254,-70,0,212,0,0,0
2025-07-15 10:54:29.275,-70,0,212,0,0,0
2025-07-15 10:54:29.294,-70,0,215,0,0,0
2025-07-15 10:54:29.314,-70,0,215,0,0,0
2025-07-15 10:54:29.335,-70,0,215,0,0,0
2025-07-15 10:54:29.355,-70,0,215,0,0,0
2025-07-15 10:54:29.374,-70,0,215,0,0,0
2025-07-15 10:54:29.395,-70,0,216,0,0,0
2025-07-15 10:54:29.414,-70,0,216,0,0,0
2025-07-15 10:54:29.434,-70,0,216,0,0,0
2025-07-15 10:54:29.455,-70,0,214,0,0,0
2025-07-15 10:54:29.474,-70,0,214,0,0,0
2025-07-15 10:54:29.495,-70,0,216,0,0,0
2025-07-15 10:54:29.515,-70,0,216,0,0,0
2025-07-15 10:54:29.535,-70,0,216,0,0,0
2025-07-15 10:54:29.579,-70,0,215,0,0,0
2025-07-15 10:54:29.594,-70,0,216,0,0,0
2025-07-15 10:54:29.614,-70,0,216,0,0,0
2025-07-15 10:54:29.635,-70,0,216,0,0,0
2025-07-15 10:54:29.654,-70,0,215,0,0,0
2025-07-15 10:54:29.675,-70,0,215,0,0,0
2025-07-15 10:54:29.695,-70,0,215,0,0,0
2025-07-15 10:54:29.714,-70,0,215,0,0,0
2025-07-15 10:54:29.734,-70,0,215,0,0,0
2025-07-15 10:54:29.755,-70,0,214,0,0,0
2025-07-15 10:54:29.775,-70,0,214,0,0,0
2025-07-15 10:54:29.794,-70,0,214,0,0,0
2025-07-15 10:54:29.815,-65,0,214,0,0,0
2025-07-15 10:54:29.834,-65,0,214,0,0,0
2025-07-15 10:54:29.854,-65,0,216,0,0,0
2025-07-15 10:54:29.875,-65,0,216,0,0,0
2025-07-15 10:54:29.894,-65,0,216,0,0,0
2025-07-15 10:54:29.914,-65,0,216,0,0,0
2025-07-15 10:54:29.935,-65,0,216,0,0,0
2025-07-15 10:54:29.955,-65,0,219,0,0,0
2025-07-15 10:54:29.974,-65,0,219,0,0,0
2025-07-15 10:54:29.994,-65,0,219,0,0,0
2025-07-15 10:54:30.015,-65,0,222,0,0,0
2025-07-15 10:54:30.035,-65,0,222,0,0,0
2025-07-15 10:54:30.054,-65,0,223,0,0,0
2025-07-15 10:54:30.074,-65,0,223,0,0,0
2025-07-15 10:54:30.095,-65,0,226,0,0,0
2025-07-15 10:54:30.115,-65,0,226,0,0,0
2025-07-15 10:54:30.135,-65,0,226,0,0,0
2025-07-15 10:54:30.155,-65,0,226,0,0,0
2025-07-15 10:54:30.174,-65,0,226,0,0,0
2025-07-15 10:54:30.194,-65,0,226,0,0,0
2025-07-15 10:54:30.215,-65,0,230,0,0,0
2025-07-15 10:54:30.235,-65,0,230,0,0,0
2025-07-15 10:54:30.255,-65,0,227,0,0,0
2025-07-15 10:54:30.275,-65,0,227,0,0,0
2025-07-15 10:54:30.295,-65,0,227,0,0,0
2025-07-15 10:54:30.314,-65,0,227,0,0,0
2025-07-15 10:54:30.335,-65,0,227,0,0,0
2025-07-15 10:54:30.355,-65,0,229,0,0,0
2025-07-15 10:54:30.375,-65,0,229,0,0,0
2025-07-15 10:54:30.394,-65,0,229,0,0,0
2025-07-15 10:54:30.415,-65,0,229,0,0,0
2025-07-15 10:54:30.434,-65,0,229,0,0,0
2025-07-15 10:54:30.455,-65,0,228,0,0,0
2025-07-15 10:54:30.475,-65,0,228,0,0,0
2025-07-15 10:54:30.494,-65,0,228,0,0,0
2025-07-15 10:54:30.514,-65,0,228,0,0,0
2025-07-15 10:54:30.535,-65,0,228,0,0,0
2025-07-15 10:54:30.555,-65,0,227,0,0,0
2025-07-15 10:54:30.575,-65,0,227,0,0,0
2025-07-15 10:54:30.594,-65,0,227,0,0,0
2025-07-15 10:54:30.615,-60,0,229,0,0,0
2025-07-15 10:54:30.635,-60,0,229,0,0,0
2025-07-15 10:54:30.655,-60,0,229,0,0,0
2025-07-15 10:54:30.674,-60,0,229,0,0,0
2025-07-15 10:54:30.696,-60,0,229,0,0,0
2025-07-15 10:54:30.714,-60,0,232,0,0,0
2025-07-15 10:54:30.734,-60,0,232,0,0,0
2025-07-15 10:54:30.755,-60,0,232,0,0,0
2025-07-15 10:54:30.775,-60,0,232,0,0,0
2025-07-15 10:54:30.795,-60,0,232,0,0,0
2025-07-15 10:54:30.815,-60,0,236,0,0,0
2025-07-15 10:54:30.834,-60,0,236,0,0,0
2025-07-15 10:54:30.855,-60,0,238,0,0,0
2025-07-15 10:54:30.875,-60,0,238,0,0,0
2025-07-15 10:54:30.894,-60,0,238,0,0,0
2025-07-15 10:54:30.914,-60,0,246,0,0,0
2025-07-15 10:54:30.935,-60,0,246,0,0,0
2025-07-15 10:54:30.954,-60,0,246,0,0,0
2025-07-15 10:54:30.974,-60,0,246,0,0,0
2025-07-15 10:54:30.995,-60,0,246,0,0,0
2025-07-15 10:54:31.014,-60,0,246,0,0,0
2025-07-15 10:54:31.034,-60,0,246,0,0,0
2025-07-15 10:54:31.054,-60,0,244,0,0,0
2025-07-15 10:54:31.075,-60,0,244,0,0,0
2025-07-15 10:54:31.095,-60,0,244,0,0,0
2025-07-15 10:54:31.115,-60,0,245,0,0,0
2025-07-15 10:54:31.135,-60,0,245,0,0,0
2025-07-15 10:54:31.155,-60,0,244,0,0,0
2025-07-15 10:54:31.175,-60,0,244,0,0,0
2025-07-15 10:54:31.194,-60,0,245,0,0,0
2025-07-15 10:54:31.216,-60,0,245,0,0,0
2025-07-15 10:54:31.235,-60,0,245,0,0,0
2025-07-15 10:54:31.254,-60,0,245,0,0,0
2025-07-15 10:54:31.274,-60,0,245,0,0,0
2025-07-15 10:54:31.295,-60,0,244,0,0,0
2025-07-15 10:54:31.315,-60,0,244,0,0,0
2025-07-15 10:54:31.334,-60,0,244,0,0,0
2025-07-15 10:54:31.354,-60,0,244,0,0,0
2025-07-15 10:54:31.374,-60,0,244,0,0,0
2025-07-15 10:54:31.394,-60,0,244,0,0,0
2025-07-15 10:54:31.415,-55,0,246,0,0,0
2025-07-15 10:54:31.434,-55,0,246,0,0,0
2025-07-15 10:54:31.455,-55,0,243,0,0,0
2025-07-15 10:54:31.475,-55,0,243,0,0,0
2025-07-15 10:54:31.494,-55,0,243,0,0,0
2025-07-15 10:54:31.515,-55,0,247,0,0,0
2025-07-15 10:54:31.534,-55,0,247,0,0,0
2025-07-15 10:54:31.555,-55,0,251,0,0,0
2025-07-15 10:54:31.575,-55,0,251,0,0,0
2025-07-15 10:54:31.595,-55,0,251,0,0,0
2025-07-15 10:54:31.614,-55,0,258,0,0,0
2025-07-15 10:54:31.634,-55,0,258,0,0,0
2025-07-15 10:54:31.656,-55,0,262,0,0,0
2025-07-15 10:54:31.675,-55,0,262,0,0,0
2025-07-15 10:54:31.695,-55,0,265,0,0,0
2025-07-15 10:54:31.715,-55,0,265,0,0,0
2025-07-15 10:54:31.734,-55,0,265,0,0,0
2025-07-15 10:54:31.755,-55,0,267,0,0,0
2025-07-15 10:54:31.775,-55,0,267,0,0,0
2025-07-15 10:54:31.795,-55,0,267,0,0,0
2025-07-15 10:54:31.815,-55,0,267,0,0,0
2025-07-15 10:54:31.834,-55,0,267,0,0,0
2025-07-15 10:54:31.854,-55,0,268,0,0,0
2025-07-15 10:54:31.874,-55,0,268,0,0,0
2025-07-15 10:54:31.896,-55,0,267,0,0,0
2025-07-15 10:54:31.915,-55,0,267,0,0,0
2025-07-15 10:54:31.935,-55,0,267,0,0,0
2025-07-15 10:54:31.956,-55,0,265,0,0,0
2025-07-15 10:54:31.975,-55,0,265,0,0,0
2025-07-15 10:54:31.996,-55,0,264,0,0,0
2025-07-15 10:54:32.015,-55,0,264,0,0,0
2025-07-15 10:54:32.035,-55,0,264,0,0,0
2025-07-15 10:54:32.056,-55,0,268,0,0,0
2025-07-15 10:54:32.075,-55,0,268,0,0,0
2025-07-15 10:54:32.096,-55,0,267,0,0,0
2025-07-15 10:54:32.115,-55,0,267,0,0,0
2025-07-15 10:54:32.135,-55,0,267,0,0,0
2025-07-15 10:54:32.156,-55,0,265,0,0,0
2025-07-15 10:54:32.175,-55,0,265,0,0,0
2025-07-15 10:54:32.195,-55,0,265,0,0,0
2025-07-15 10:54:32.216,-50,0,268,0,0,0
2025-07-15 10:54:32.235,-50,0,268,0,0,0
